•我的频道•,#genre#
FilmRise Comedy,https://iptv.852851.xyz/l/KhrfpNEw3B8zv5Z-H8bOAuUxglx5fEVaXP4wZoxTHyb2s4GlSwxjgorT8X6BZ-jb/index.m3u8
FilmRise Horror,https://iptv.852851.xyz/l/3rW6qUFu_sGWbnBeegdRlfWANGyDzmL1RRY4VIpMdwiCEDTmY3FKTgqiPVaZbza-/index.m3u8
FilmRise Sci-Fi,https://iptv.852851.xyz/l/BAs6vQNd6_Hr_HvXqdVPrkF86lLc9zO-40yP1hukwoofeqWCuIlV_T2uC75H6X3I/index.m3u8
FilmRise Black TV,https://iptv.852851.xyz/l/MViMpAgcSsfcQup7M5TpGU-qi3NKAmQQxmoFQXPIiD3ReEAv_IDNbADBHvxet-uF/index.m3u8
FilmRise British TV,https://iptv.852851.xyz/l/uT01laRCAt95e3rRzlzjuRFwJPqBFPDihO8qpA339ds5LfxZ-0iwRQeFv0xycSyN/index.m3u8
FilmRise Classic TV,https://iptv.852851.xyz/l/pWHcOFoJY1bMO3zRL8m4BfrOp1MRxUkXZS-TmvIij-nECwE--9jXxN5KqUoZc8LH/index.m3u8
FilmRise Western,https://iptv.852851.xyz/l/UMCXbAGEhtXpgbM_CpU4rGKB1-FD0bfE3DaPyKc36Iht_QIj9o17THONGpoAFa5r/index.m3u8
FilmRise Free Movies,https://iptv.852851.xyz/l/bGlJq2fnCcRDG5xVtS77hzJaxtV5L1CdzgVBiKg1wHyOgXYpidUm1jPwCDILKLee/index.m3u8
Universal Crime,https://iptv.852851.xyz/l/kKLL2RfN2TA34xVGS40nT_tR2_H2zosVsmKPdZXLuKei-P-93axJ6k9smJ9auHxw/index.m3u8
Universal Monsters,https://iptv.852851.xyz/l/7w17T7S8eveumBmeymGs45qiMeCoKCg5iCe92Muqxnzn8JTpyE8U9QwJHjRmgiiW/index.m3u8
Universal Western,https://iptv.852851.xyz/l/lPSJtcBS9VuRFL7n9Yq9JWPFQr544DZ3iAQnHnAAzRDHLb57pcoC0z4VEjO9LI-2/index.m3u8
Universal Action,https://iptv.852851.xyz/l/5ANA2XrfXGgrQmj1NJd7i_ObAUM7ukbwdYNR13af1cki-g2NygpMudcPZRd9l2V_/index.m3u8
Universal Movies,https://iptv.852851.xyz/l/xB_tdTycSNxlkZWmZOUOFsho-TqpwYhhf3VfH1AqItV5BI2adwivWlkDOp5Ka3Jo/index.m3u8
OuterSphere by Lionsgate,https://iptv.852851.xyz/l/V5yzEJxgHUs6d_W_9IzFSIJWvAskJcwujwyGV5LscCLh6zgTlIMXQuPS-BEtTPQ_/index.m3u8
Ebony TV by Lionsgate,https://iptv.852851.xyz/l/NK2r4c4y8X0MMPKU41xlU0hlUW-ihXQ70DWg8mG32ZbPFseaxLwGB0YqYJdmbmJU/index.m3u8
MovieSphere by Lionsgate,https://iptv.852851.xyz/l/75xbykrWMtZDNN1fxLdGFxv3hrdYCcG1ugXyHmm28qHKNhun0ya0M5qlJDZdUGa7/index.m3u8
At the Movies,https://iptv.852851.xyz/l/bnXuEQnBHliGZJPXWx3foY9F8hRuHwpfJrllU9YMy_ZqiLmdw6jjrTdKZ_QS7kRj/index.m3u8
DOVE Channel,https://iptv.852851.xyz/l/f0o-YYkUMAKLMfnJXgQmRlJjhCLZjjSYxsYbDSJO_Sn5-MEr5yK6cs8OOpQSyDKV/index.m3u8
NBC Comedy Vault,https://iptv.852851.xyz/l/tPNxlen21IPz0h4xBWXc2J7kgH-R5-IOLV4lRtveeCx-haDtcytuq37z_kUK1dU9/index.m3u8
BET x Tyler Perry Drama,https://iptv.852851.xyz/l/vK5KqhpQy_D6O8_e7vLUuuMcMITcAouOFMx-9QlSGAmfWPsPaWVKottcpBA7zavU/index.m3u8
BET x Tyler Perry Comedy,https://iptv.852851.xyz/l/9KQ0WMrt0LkF9nQX8chOaTXRwRrcWH8j-i_uifAhNekbxjCdd1YiVzdiRqL-WDWu/index.m3u8
GRIT Xtra,https://iptv.852851.xyz/l/ID71wBUvxKJ4UQbCy5cWm6YrX8gNiEMPtLOlSOravYWhvBDxjIu62KxAlR2c6kLr/index.m3u8
ion Plus,https://iptv.852851.xyz/l/G_NjX1ejkCe9rSo-6KMJxEM4H6HZb4NUbdLFywXMoKxInXovNZA_jZ7zgyiuhQDX/index.m3u8
ion Mystery,https://iptv.852851.xyz/l/5ZlJ5_cMkU6mkKkUNKhrbF0UVJwk7thSJhuQHbFNfAiqtefWDFFYmk_qwEjkh35q/index.m3u8
Lifetime Movies Love & Drama,https://iptv.852851.xyz/l/ujNP1UQm_-S7S8YVOKZOENp1iDrwMHTofHybaLbXmNewpwcLpgHHEJqQyOyjprKg/index.m3u8
Hallmark Movies & More,https://iptv.852851.xyz/l/UtbIDgyPNoB_GvaGKewhrYONZFGjyodvpjW8ZDn8KRJWBDRW8_y8rX6xXFfgXvBf/index.m3u8
BOUNCE XL,https://iptv.852851.xyz/l/i8xrh5jo6w2XC-d6mjg4JB5f1Zi_iDIxLzn-PhufFL_tJMlrToBOyX9k4tPnbJFM/index.m3u8
CINELIFE,https://iptv.852851.xyz/l/dCznsWReByscUlkGqTrvlMNrJ-zLcpLHGzawFf_GF05HpYOkGWCCvxp5FK2Wx587/index.m3u8
CW Gold,https://iptv.852851.xyz/l/sy1odO3553Mes6OIGT2XBszGCwCakoS6xNp6X4zREYWR2M_b-t6E29yewF-Mflpe/index.m3u8
CW Forever,https://iptv.852851.xyz/l/mWRtoljT6NbfOSpDCGBWo_GjhvDtavBXzJRYz2-Q1Ep_NQT9IxZiFVIg78kITu10/index.m3u8
Stories by AMC,https://iptv.852851.xyz/l/A9yPCeI6ods30PqvFqbrK6-LXaEKOObterKJH_ZaZQRVnroEZtsYMP6E4VUuO1W5/index.m3u8
AMC Thrillers,https://iptv.852851.xyz/l/j5Q-DL6gyq9xHDitXqs60F7bv53uHZlUvSkPuWg30rTms4G-cJIsRl3DmCl283CA/index.m3u8
BET Pluto TV,https://iptv.852851.xyz/l/QjUjxDoFwnLsl8Vf7rJ8uyRNIgIQVKSlROP-LvoYWTHcay_73gr2o7dATMxfiyWz/index.m3u8
HerSphere by Lionsgate,https://iptv.852851.xyz/l/4coTrRceRFuOiShLsOhudARJEAM_dDS2fwO04NsF5W4ErW-_xN1DUvhSMZTYoEIa/index.m3u8
Lifetime Movie Favorites,https://iptv.852851.xyz/l/nVZvkR_n9eSDbXHY4g4XpKzWfEnA9-ADgJDh2B9pF1RdMUvDUL1onyDVJZc8-iVW/index.m3u8
Great! Movies UK,https://iptv.852851.xyz/l/kiWNYvAvr6EFuN--gZnYtjk1TvS817BOPR0DHefOnVZh8zuBg-zIHkGurEQa5k1O/index.m3u8
Great! Romance UK,https://iptv.852851.xyz/l/eV3HaMKVFLzSF7nSRLGg3qu_DauLYZuW6b5sGPZX7y-Z3YGFtIoHz0GqOU7D5xch/index.m3u8
Lifetime Movies UK,https://iptv.852851.xyz/l/fccrZJWjrCJw4g6l1FKeRewSJumtFqAEPYGHQIrj-vScRemheGA8oXFT5riWLOLN/index.m3u8
BBC Series FR,https://iptv.852851.xyz/l/dBrvCtCvusp2tPkBIEXnLmDHZ21yz_KR0iG7tdExNjfvA2UZJUKnkywkDgI_hMSZ/index.m3u8
Classic Cinema,https://iptv.852851.xyz/l/p-GlU9HYWiDGKLe2eXwWQ9PGi5ElyfvHTlARX3tLT6m2fEmLWIles9CQTNFPQJVH/index.m3u8
TV Land Drama,https://iptv.852851.xyz/l/UHjpb-qa_d58f_nvCMYGiIjl-sawE7cZZYo5cO187f_N3kJKmp1O43-A7OFQlY-F/index.m3u8
🌿 生活频道,#genre#
CTV Gets Real CA,https://iptv.852851.xyz/l/-f88ePo6XMJLRYP5mFj732IgTSG8FqR06CwV9We9l0f8H_Osl6laN34sk69eiAKd/index.m3u8
CTV Laughs CA,https://iptv.852851.xyz/l/HmZhGYSaduleRLOEXLVa-u5K5rcSrW3cUW7-TTsBrBwDP8-Kfj6VOSNTSb1lHJnl/index.m3u8
CTV @ Home CA,https://iptv.852851.xyz/l/51FaYZ6AaVflpx4piyeKXadBvq8yYJzYkSNG-1bl-72mn2vBXTHakD55mPWp1Lyt/index.m3u8
NBC LX Home,https://iptv.852851.xyz/l/FJiOqnCQx6NqYYJlqAKXEkJrPNBQ5Zu8rjIu2MG2AMi2hm-3az2ir_-OKVoNMKnR/index.m3u8
BBC Food,https://iptv.852851.xyz/l/sI7uJUNS7Fc4YBxkuo8l36zNfPlqQ_DQAGey3FuMjMF5HN9ajwpp-NwD2-xp5Nhj/index.m3u8
PBS Antiques Roadshow,https://iptv.852851.xyz/l/UpYFxvQqdXWVOMgXjsH0DbL2XU7xAsuKfsnkUigUO30Ac3HcCVANiGhIAYYe34ot/index.m3u8
PBS Food,https://iptv.852851.xyz/l/-JEm4iEiv-Kv5gKHrkzo538lUjRdjMpVGWjmYotRKHSKR0pEEE0LjRgKEnxvZLEP/index.m3u8
Tastemade Travel,https://iptv.852851.xyz/l/vr9VOLCl-zYCjKZhF53Pa6CbK3cw_dnHOBNT7WKYnvthBiJMxGBVBLIiM3XVZlx6/index.m3u8
Tastemade Home,https://iptv.852851.xyz/l/0gBETiFI2gMzat3LYPzK3pzNn_zKGT-1gFaykRV2o8-uIYX38CfGoQKsj1j9IU4o/index.m3u8
Tastemade,https://iptv.852851.xyz/l/YCVD9zHyBDjQ_2ZppwuDSftXnD84BuJa-YtYxif8B1pkAj4tv-UccFjeME1Mbq3P/index.m3u8
Discovery Turbo TV,https://iptv.852851.xyz/l/fEuM5Zs9N-NLcBi0RpBV9hexZJe5wX04C42ar-3Jw-vbh6-rOlJpwjEIFOfJpBHZ/index.m3u8
Sweet Escapes,https://iptv.852851.xyz/l/9taN53NcGQFwqfw_6B13pHDXg_KH9GpvONC2bTN9-r1BYj2Hn-rJL1KVzBMh-PyK/index.m3u8
BBC Travel DE,https://iptv.852851.xyz/l/NzYXfIRKTwPprmorz4Xj3Iwd3FNlEJzZGS_CJfq2Yb4gCbpeyPPC4eWza6WLuFQ0/index.m3u8
BBC Antiques Roadshow UK,https://iptv.852851.xyz/l/bvvZSiw7MTpeKmCfODcaV-WKPEolcTqmiARufzsuTrkgX89JvcQiSCbiJ8NkflIF/index.m3u8
BBC Top Gear UK,https://iptv.852851.xyz/l/hla8TehK020wWB59VGVFCgSDPFvLMpdSUbZf5ifJpdvryTLtt_oOufwB1kBpPhXf/index.m3u8
📚 纪录片频道,#genre#
CTV Gridlock CA,https://iptv.852851.xyz/l/NrCXODmhlQu5pPLXW3LBAmFlcTOZphj1Z3GnHUdfiaTBVFPOvTKNn5d4S4Kj8rig/index.m3u8
A&E Crime 360 CA,https://iptv.852851.xyz/l/1eCVYIProq-F1TreiWu8C9r4Ac__x4o-z169Emgm813UWLbBtFDenHrnQc4sDidf/index.m3u8
BBC Earth,https://iptv.852851.xyz/l/8joeFxS8IKWinVAZzfm5_dinocCayvKrjEON8dceV5S_LRHTFx4u1PYk8NK8f9Ir/index.m3u8
Haunt TV,https://iptv.852851.xyz/l/5jK4MQbAJ2tmhJxYpD2TcfIZSujuT_-7A09m9LVMtZ0swWTrivtTzrX8MaiUJ8RX/index.m3u8
FilmRise Forensic Files,https://iptv.852851.xyz/l/LQ5VokWrYvJMmyjkFJM6Sk0HzEs_IKfl1FDVfFeAgzWyxk_7jce3kp9qLL7xPQbK/index.m3u8
FilmRise Mysteries,https://iptv.852851.xyz/l/zdfQXDj0wedEnPGJ_-HNP_gSx5JVTt_nh1IevCkhOragm2YBrwdWPtf711l7Qs2x/index.m3u8
FilmRise True Crime,https://iptv.852851.xyz/l/xH48KpZTHnwDIBQqG4AoAIXHNX0dn5iEgveGS7HqDF83_oM2xdSuzVMF22tcAu9d/index.m3u8
MagellanTV Wildest,https://iptv.852851.xyz/l/D7M-95mp5FZdzS6Ilg_qBfFscOSghKdTKzGZJcaiLtOyKDN9pEQ7o1bqa61Z9LO7/index.m3u8
How To,https://iptv.852851.xyz/l/6gDts1rkiYVkH4wziJVZzOpbgGiMixizAU3E-ukf-BmQVDSDEreskTnrpbm7I43S/index.m3u8
Bloomberg Originals,https://iptv.852851.xyz/l/rl7V7GKz0z6s9xwHOrZG-Z8M0sU1J59eBJ1gh_8sKoA6qveIqiPs5W-fbKgLMBN9/index.m3u8
CNN Originals,https://iptv.852851.xyz/l/TcBkJ104ReAyjgt040cBQQZuIpp-VOMs8owxrabnKVAI8JBiii_m5_dgy51SL-V_/index.m3u8
Nature Moments,https://iptv.852851.xyz/l/JYJIF44Y7cqIT-UZ7pxBMyssUqudbKkiCi7-NdN_2ka8gmadX261Pg5-5sXcHdg9/index.m3u8
PBS Genealogy,https://iptv.852851.xyz/l/EQxmXLgKZgFgKS7Ddd8NDROO25UxybfzCim4mugCwyW6AAPrp0-jttW3QYpTdP58/index.m3u8
PBS Nature,https://iptv.852851.xyz/l/QVbMp74lnXt_Y6ga_RmLZ8ZaiuUh4FG9MaTE_OR-aoncjiGi8ziYU2DkBFGI6Vbk/index.m3u8
REELZ Famous & Infamous,https://iptv.852851.xyz/l/8PRPTFRYSGrAdQpAOItn94Z69vflEE4IH5p0Mofopq0mgcVdGRnuChrxtwTHMqNG/index.m3u8
Smithsonian Channel Selects,https://iptv.852851.xyz/l/gox4GzfSR6X2BbfPkokZJX_U3mUWNXVbunAcNF83xmR6rO_pJ0av-ShIhFAqAG1e/index.m3u8
Military Heroes,https://iptv.852851.xyz/l/WY6kucOLpBgBY8p5tnF0lGx8ST7LLev8IzoAmTx27w1N2wMcAqIzgykkndzt8aHE/index.m3u8
Universe: Mysteries Solved,https://iptv.852851.xyz/l/u1X9NfxI1HWgQrfVfF2ln4__ABz7WQbwaxoOK5t4kEB0p7kcWI94xwNQJgiuBfUd/index.m3u8
Mountain Men,https://iptv.852851.xyz/l/GF-0UCrqnO2XJyzJbWKt_GO1c8Fi0pytBD6JeIzIVOzC3Z7FhYtacn4O34PAdzpC/index.m3u8
Swamp People,https://iptv.852851.xyz/l/b802XKwIW4AXvNoV0ulAzKL5kEaxBplGtIsv_kVcK46lqIwXKq_yvem3q4V74PFi/index.m3u8
PBS History,https://iptv.852851.xyz/l/bEjgy8WCprC6nEqlQze_qM23xMDD2_gQ-bGGl5niJs1ma7EtlKyZ7fTrMdwUNaxH/index.m3u8
PBS Science,https://iptv.852851.xyz/l/WQLQkgIV58fbMgVoXTUUT-j5gGmhhgb2DKDHOOXUn7FlKzlYhRA5jR7oL-jB5uE_/index.m3u8
Space & Beyond,https://iptv.852851.xyz/l/cjtYnlKq11bJIlbKvTeJCQ-z66Ny_vNGqxKDMjWYylTged9whPbPpad2SrNTBXsk/index.m3u8
Welcome Home,https://iptv.852851.xyz/l/SMHRlW38K_zADTTWKFtCzwP21FRIfdqrGxaSUtgjjmCJS46u0_8NUDmnd5UbHatJ/index.m3u8
BBC History DE,https://iptv.852851.xyz/l/EYTd7st1QMngFgEwpoJEKtMQuwrwQU9LDlDN8kCSpekW6Eg2Jk-A5QTQBU8ib6Fb/index.m3u8
Modern Marvels,https://iptv.852851.xyz/l/CUcs5P2dowdiNWPDLAfTBDN7fpHybmXaqey_DvBb9R8bp9sxAlKXVekX6XDer-8r/index.m3u8
Pawn Stars,https://iptv.852851.xyz/l/Q7gf_arG73qIhOD-LCVHDMjh79x3Ad4mOboCKTX-CSs27_w7fOtfdp0yO-VgAgTW/index.m3u8
The Judge Judy Channel,https://iptv.852851.xyz/l/dikjJzM9bWbVFX-LPfwVb2UdVUVRiMYPpq0ZgV8CLKpZDY0P_CIkylgpPGnYwQap/index.m3u8

